ruta,xkoordsw,ykoordsw,cl1_sum,cl2_sum,cl3_sum,cl4_sum,cl5_sum,cl6_sum,cl7_sum,cl8_sum,cl9_sum,cl10_sum,cl11_sum,cl12_sum,cl13_sum,cl14_sum,cl15_sum,cl16_sum,cl17_sum,cl18_sum,cl19_sum,cl20_sum,cl21_sum,cl22_sum,cl23_sum,cl24_sum,cl25_sum,cl26_sum,cl27_sum,cl28_sum,cl29_sum,cl30_sum,cl31_sum,cl32_sum,cl33_sum,cl34_sum,cl35_sum,cl36_sum,cl37_sum,cl38_sum,cl39_sum,cl40_sum,population2019,Column 45
250,6154000,388250,2,3,1,2,3,1,1,0,6,5,1,2,0,2,0,5,0,2,1,1,2,2,1,1,1,1,1,1,3,0,2,3,3,1,1,1,1,1,1,0,63,65
250,6154000,388500,1,2,0,0,0,1,0,1,1,1,0,3,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,2,0,0,1,0,1,2,1,32,26
1000,6154000,442000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,5,3
1000,6154000,449000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
250,6154500,389500,0,0,2,0,0,0,1,4,1,0,0,1,0,1,3,1,1,1,0,1,0,0,0,0,1,1,2,1,0,2,1,0,2,0,0,0,0,0,0,0,23,27
250,6154500,389750,1,2,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,18,23
250,6154750,388250,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
250,6154750,435500,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
250,6155000,373000,0,0,1,3,0,0,0,1,1,1,1,1,0,0,3,0,0,0,0,1,1,1,2,0,0,1,2,0,0,0,3,3,0,1,0,1,1,1,1,2,24,33
250,6155000,373250,2,2,1,0,2,0,2,1,0,1,1,1,0,2,1,0,1,1,2,1,1,3,1,3,1,0,2,4,1,2,1,1,3,3,1,0,2,2,1,2,63,55
250,6155000,434500,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11,7
1000,6155000,437000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,5
1000,6155000,451000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,2,0,1,0,0,1,0,0,1,0,11,14
1000,6155000,456000,0,1,3,2,2,0,0,1,1,2,0,0,2,2,0,2,0,0,0,0,2,2,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,30,28
250,6155000,459250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4
250,6155250,372750,0,2,0,1,0,0,1,2,1,0,0,2,2,1,0,0,0,2,0,1,2,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,4,22,30
250,6155250,435000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
250,6155500,434000,1,2,0,2,1,3,2,1,0,2,1,1,2,0,0,1,2,2,1,2,1,1,2,2,2,3,2,1,0,1,1,0,0,0,0,0,2,3,2,1,58,50
250,6155750,369000,1,1,2,0,4,3,1,1,1,2,1,2,2,1,3,1,1,0,0,1,2,2,2,1,1,5,1,3,5,2,1,4,5,4,3,1,2,3,0,1,74,76
250,6155750,435250,0,1,0,0,1,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,12
250,6156000,381750,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4
1000,6156000,387000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
1000,6156000,399000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,4
250,6156750,434000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
250,6156750,444000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4
250,6157000,378250,4,3,4,4,6,5,2,4,7,4,4,4,4,3,3,6,6,3,3,3,5,4,3,7,1,5,3,7,2,4,3,4,5,3,4,4,5,4,7,5,152,167
1000,6157000,433000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,2,4,0,0,0,0,0,1,2,1,0,0,0,1,0,0,1,2,19,20
1000,6157000,436000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,6
1000,6157000,448000,0,1,0,0,0,1,0,0,0,2,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,9,12
250,6157500,433250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
250,6157750,369250,1,3,1,0,1,4,1,2,2,1,0,2,0,1,2,6,2,0,5,3,1,1,3,5,0,2,3,1,1,1,4,2,3,0,2,2,1,3,4,1,73,77
250,6157750,376000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
250,6158000,371250,4,1,0,2,3,3,2,4,3,2,5,3,1,4,2,1,2,3,2,3,2,3,4,5,2,2,3,5,2,4,3,6,6,5,2,5,3,1,3,2,125,118
1000,6158000,393000,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
1000,6158000,422000,1,2,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,2,1,0,0,0,17,18
1000,6158000,423000,0,0,1,0,0,0,0,1,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,8,12
1000,6158000,458000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,7,7
250,6158250,376500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
250,6158500,369250,4,7,1,4,5,5,7,7,2,2,3,3,5,5,2,6,8,5,4,4,3,4,4,4,1,6,4,1,2,1,1,2,5,2,6,4,6,2,4,3,137,154
250,6158500,371500,0,0,1,0,0,1,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,13,16
250,6158750,373750,0,1,1,1,0,0,2,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,2,0,1,22,25
250,6159000,376500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1000,6159000,439000,0,0,1,1,1,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,11,15
1000,6159000,446000,2,2,2,2,0,1,0,0,0,1,1,0,0,7,0,1,0,1,0,1,2,1,1,0,1,0,0,3,1,1,1,1,1,0,1,3,0,2,2,0,30,42
1000,6159000,450000,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,16,13
250,6160000,371000,5,1,8,10,4,1,3,4,4,3,3,4,3,5,8,4,3,4,3,2,4,2,1,6,5,4,2,6,8,2,2,5,0,4,3,4,3,10,2,7,159,162
250,6160000,385500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3
1000,6160000,423000,0,0,0,0,0,1,1,2,2,2,1,1,0,0,1,1,0,0,2,0,0,1,1,0,2,0,1,0,1,1,0,0,3,1,1,2,3,1,2,1,37,35
250,6160000,438000,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,19,18
250,6160250,375750,1,0,0,1,0,1,0,0,1,1,1,3,1,1,1,2,2,1,0,1,2,1,0,2,2,4,0,1,1,2,1,0,0,4,2,0,0,0,1,0,47,41
250,6160250,376250,4,1,1,2,1,0,2,2,1,2,2,1,1,0,1,0,0,0,2,1,1,0,3,1,1,3,3,1,1,0,0,1,2,3,3,2,1,5,2,2,59,59
250,6160500,371500,1,6,2,2,3,8,3,4,3,1,5,3,4,5,3,2,6,2,2,4,3,1,3,3,3,3,2,3,7,2,4,4,6,7,2,6,3,1,6,5,139,143
250,6160500,374750,13,9,12,11,7,10,10,10,8,6,14,12,14,22,20,14,12,14,12,7,13,10,15,10,11,12,10,12,12,15,16,23,13,12,13,15,10,21,16,12,484,508
250,6160500,384000,2,2,0,1,0,0,1,1,2,2,0,0,1,2,0,0,2,3,0,0,1,1,0,1,0,0,2,0,1,2,0,0,1,1,2,1,1,1,0,1,25,35
250,6160500,411000,2,2,2,0,4,3,0,0,0,2,1,1,0,3,0,2,0,2,0,1,1,2,0,0,1,1,1,1,0,0,1,1,0,2,1,1,1,0,0,0,43,39
250,6160500,411750,0,1,0,0,1,0,1,0,0,1,1,0,2,1,0,1,0,0,0,0,2,0,1,1,2,2,1,3,0,0,0,0,1,1,0,1,2,0,0,0,28,26
250,6160750,386000,3,2,2,3,1,3,2,1,2,0,0,2,1,1,4,0,2,3,2,1,2,2,1,1,1,3,3,1,3,2,1,2,3,1,2,2,2,3,0,0,67,70
250,6160750,457000,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,2,0,0,0,1,2,0,0,0,1,16,17
250,6161000,371000,1,4,3,6,6,5,9,3,8,4,6,3,2,2,4,4,8,4,7,3,5,6,7,1,5,5,3,2,8,6,9,4,4,6,4,4,10,5,3,2,192,191
1000,6161000,413000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4
1000,6161000,439000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3
1000,6161000,455000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4
250,6161000,456750,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,3,1,0,11,17
250,6161250,370000,9,11,10,10,14,9,13,7,9,10,12,14,15,9,8,14,8,12,11,15,15,11,4,12,9,12,19,17,9,14,19,17,14,15,15,14,6,5,9,8,465,464
250,6161250,371250,4,8,6,8,2,1,4,2,3,8,7,7,0,3,2,6,4,2,3,1,5,5,3,4,8,4,2,6,5,2,5,6,3,1,1,5,6,8,4,5,156,169
250,6161250,377000,28,30,25,30,29,20,21,27,32,24,22,19,31,19,24,25,21,28,33,31,21,23,29,20,22,28,22,22,25,26,21,21,29,33,28,19,18,33,21,20,977,1000
250,6161250,411250,0,1,1,2,2,0,1,0,0,2,1,0,2,0,2,1,1,3,0,3,0,0,3,5,2,2,4,1,4,2,1,5,2,2,2,2,5,0,2,2,68,68
250,6161250,416000,1,2,0,0,0,1,1,3,3,0,2,2,0,3,0,0,3,0,0,0,1,0,2,0,1,3,0,0,1,0,0,3,0,0,0,0,0,0,2,1,37,35
250,6161500,370750,5,5,2,6,5,3,0,5,2,4,3,1,5,2,6,4,4,6,3,4,2,4,1,5,4,2,2,3,2,0,5,2,7,2,3,7,5,5,2,7,134,145
250,6161500,372000,1,6,3,6,4,3,1,1,10,3,3,1,5,4,2,3,4,1,2,3,3,6,3,2,3,1,2,4,3,2,4,2,5,2,2,2,1,2,4,0,128,119
250,6161500,375500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
250,6161500,411000,3,0,1,2,1,1,2,3,2,2,1,2,1,4,4,1,0,2,2,2,1,2,2,2,2,2,2,1,2,4,0,2,0,0,1,0,4,3,1,1,74,68
250,6161750,379000,9,7,6,4,7,5,6,3,10,3,6,4,7,8,7,7,5,10,9,5,5,8,2,6,4,4,11,8,10,7,9,1,10,8,4,5,6,8,3,8,271,255
250,6161750,389000,2,2,1,3,1,1,4,1,3,1,1,0,0,0,3,0,1,0,0,3,1,2,0,1,0,1,1,2,2,1,1,1,0,1,0,2,0,1,0,0,49,44
250,6161750,389500,0,0,0,0,2,2,1,1,0,3,1,1,3,1,1,0,1,0,1,0,1,1,0,1,0,1,0,2,0,1,1,1,0,0,0,0,1,0,0,1,30,29
250,6161750,414250,0,0,0,2,0,0,1,0,0,0,2,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2,1,0,27,20
250,6162000,369500,19,19,23,25,21,23,19,25,19,17,12,25,23,17,28,23,21,22,27,21,21,25,15,15,21,20,24,18,22,26,19,20,20,31,36,19,26,26,20,28,888,881
250,6162000,371000,2,2,3,2,2,1,0,4,1,3,1,3,3,2,3,2,1,0,0,1,2,0,1,1,3,4,1,7,3,2,2,1,2,3,1,3,3,4,4,4,91,87
250,6162000,371500,2,2,3,5,0,2,0,1,3,2,1,2,7,3,2,2,0,1,1,2,3,1,3,1,0,2,2,2,3,1,2,2,1,2,0,2,2,4,2,1,81,77
250,6162000,389250,0,0,1,2,2,3,2,4,5,2,1,4,6,1,1,0,2,3,0,2,1,0,2,2,0,1,0,2,1,3,2,0,2,3,0,2,0,4,1,0,84,67
250,6162000,389500,2,2,5,6,3,5,3,1,6,6,4,8,3,5,4,5,6,3,5,6,4,7,5,4,7,5,6,5,2,4,5,2,2,7,5,2,2,3,4,1,145,170
1000,6162000,397000,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,8
250,6162000,399000,2,4,3,6,2,2,3,4,4,2,2,3,7,3,4,6,3,5,5,4,5,3,4,2,1,4,2,3,7,3,3,2,3,3,2,4,4,8,7,2,121,146
1000,6162000,449000,3,0,0,1,2,0,0,2,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,13,16
250,6162250,389000,3,1,1,0,3,2,0,1,1,3,0,2,2,2,3,0,1,1,4,2,1,2,2,0,1,2,0,0,0,2,1,2,2,1,1,2,3,1,0,3,54,58
250,6162250,399750,0,1,3,0,0,3,0,3,3,2,2,3,3,1,1,2,0,1,1,0,0,4,3,2,2,4,3,3,3,0,2,4,3,1,3,1,2,1,3,2,69,75
250,6162500,368750,3,0,1,1,1,0,0,2,2,1,0,0,0,2,2,1,3,1,1,3,3,1,0,2,2,0,1,0,0,1,1,1,1,3,4,1,0,2,2,1,61,50
250,6162500,374500,24,26,46,28,28,29,26,37,19,19,31,23,29,26,22,29,25,29,16,26,32,25,25,25,29,36,22,29,16,28,37,33,26,25,20,32,34,38,32,31,1133,1113
250,6162500,399000,1,0,2,4,1,1,2,0,1,0,1,3,3,0,3,4,0,0,2,2,1,3,0,0,1,1,0,0,1,2,0,3,1,1,1,2,1,3,2,2,61,55
250,6162750,390000,1,3,3,4,2,1,5,2,1,4,4,3,5,3,4,4,2,4,3,4,4,5,3,4,3,3,2,3,2,4,3,2,6,1,2,1,5,0,1,2,118,118
250,6162750,398750,4,3,0,0,2,3,2,2,3,1,1,2,4,4,3,2,1,0,0,2,4,3,3,2,5,1,2,2,2,3,3,2,2,1,1,2,4,2,1,3,85,87
1000,6163000,400000,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,6
1000,6163000,404000,2,0,0,0,1,0,1,0,0,1,2,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,2,0,2,2,1,0,1,0,0,2,0,25,26
1000,6163000,408000,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,10
1000,6163000,428000,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,8
1000,6163000,437000,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,5,7
250,6163250,372500,22,35,33,27,23,27,17,18,29,24,25,17,39,29,24,27,26,31,33,24,20,30,25,35,23,29,24,22,20,24,22,22,27,28,32,22,26,24,33,22,1017,1040
250,6163250,373500,4,3,2,4,6,5,6,5,2,3,8,6,3,3,6,8,4,3,6,4,5,3,3,1,4,1,5,5,5,10,3,2,7,4,5,4,4,6,3,3,172,174
250,6163250,375250,11,14,4,9,5,12,12,7,9,11,8,7,14,7,8,17,12,11,9,9,7,7,3,9,7,15,10,7,11,8,9,9,8,13,11,10,11,7,10,9,382,377
250,6163250,375500,11,15,14,14,13,15,18,14,4,4,10,8,7,4,9,12,13,7,12,10,11,11,13,15,16,10,12,7,10,8,7,12,4,8,17,14,16,20,9,7,433,441
250,6163750,379250,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,9
250,6163750,408500,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,4,0,0,1,0,0,0,4,2,1,0,1,1,1,1,23,26
250,6163750,437250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
250,6164000,375500,11,19,17,16,21,18,23,26,20,11,20,15,24,22,21,23,19,12,23,18,19,17,21,20,16,18,22,22,23,19,22,25,11,21,22,25,24,19,15,25,793,785
1000,6164000,385000,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9
250,6164000,406750,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4
1000,6164000,408000,1,0,0,1,0,0,0,1,0,2,0,1,2,0,1,0,0,0,0,1,1,0,0,2,0,0,1,1,1,1,0,1,2,3,1,1,0,0,1,1,30,27
1000,6164000,426000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,6
1000,6164000,433000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
1000,6164000,439000,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,13,14
1000,6164000,448000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1000,6164000,451000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
250,6164250,375750,2,9,7,12,4,3,8,6,5,6,11,8,7,3,9,2,6,7,10,10,5,7,5,3,10,11,13,6,7,12,7,7,5,10,3,5,8,8,8,12,283,287
250,6164250,376000,27,20,24,19,29,19,23,37,13,24,22,24,28,18,18,20,14,21,23,22,22,22,19,32,22,19,29,22,26,23,24,29,25,30,20,19,18,21,18,31,881,916
250,6164250,407250,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,12
250,6164500,378000,2,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11
250,6164500,407750,0,1,0,0,0,1,0,0,0,3,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,2,1,2,1,0,3,0,1,1,1,3,2,1,28,30
250,6164750,405500,1,0,0,2,1,1,0,2,2,0,1,0,0,0,0,0,1,0,3,2,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,0,1,2,0,25,27
250,6165000,377250,15,11,23,24,22,22,19,18,19,20,21,11,23,19,26,25,21,16,23,31,26,24,27,21,17,22,17,12,17,24,18,17,14,25,13,14,15,16,13,21,777,782
1000,6165000,425000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,5
1000,6165000,433000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,3
1000,6165000,437000,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,8,11
1000,6165000,447000,0,3,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,2,0,0,2,3,0,1,0,3,0,1,2,0,2,1,1,0,1,1,25,29
250,6165500,415750,0,1,0,0,1,0,0,1,0,0,0,2,0,0,1,0,1,2,0,0,1,0,1,1,1,2,0,2,0,1,1,1,1,2,2,0,0,3,1,0,26,29
250,6165500,420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3
250,6165750,417000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
250,6165750,417750,1,1,2,0,1,1,3,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,2,3,4,1,1,2,0,0,2,1,0,1,1,34,39
1000,6166000,393000,1,0,0,0,2,0,0,0,0,2,0,0,2,1,0,0,1,1,0,1,3,0,0,0,1,1,3,0,0,0,0,2,2,0,0,0,0,0,0,0,23,23
250,6166000,405000,2,1,1,2,4,4,0,2,1,1,2,2,1,2,1,6,3,2,1,2,1,5,1,3,2,1,3,2,1,1,1,3,3,5,4,2,2,1,2,5,92,88
250,6166000,414500,1,1,1,1,0,2,2,2,0,3,0,1,2,0,0,1,1,2,1,1,0,2,2,1,1,1,0,1,0,1,1,1,0,0,0,0,1,2,1,2,37,39
250,6166000,418750,3,3,1,3,0,3,1,0,0,1,3,1,1,2,1,3,2,2,0,2,2,3,0,1,3,1,1,0,0,5,3,1,3,2,1,1,4,0,2,2,91,67
1000,6166000,432000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1000,6166000,448000,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,11
250,6166250,418250,7,7,8,7,4,8,7,2,5,8,5,12,5,5,9,8,10,4,6,4,7,4,6,7,4,9,4,4,7,9,8,3,1,9,5,7,6,3,6,4,237,244
250,6166500,388000,1,0,1,1,0,0,1,2,1,2,3,0,0,0,0,2,2,3,1,1,0,2,1,1,1,0,1,1,4,1,1,1,0,1,2,1,0,1,2,3,42,45
250,6166500,416250,1,0,2,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,1,1,1,0,15,19
250,6166500,418750,1,1,1,0,3,1,1,2,0,1,0,1,0,1,0,1,1,1,2,0,1,1,0,0,3,1,1,0,1,1,0,1,1,0,2,1,1,1,1,0,45,35
250,6166750,386250,2,2,4,1,1,8,7,3,6,7,1,1,2,5,4,3,3,5,4,2,0,5,2,5,0,3,3,1,5,5,3,2,3,1,3,4,1,2,1,3,122,123
250,6166750,420250,1,2,1,2,0,3,2,1,0,2,2,2,0,2,2,1,0,0,2,1,1,0,0,0,1,0,2,1,0,1,0,1,0,0,0,0,1,0,3,0,45,37
250,6166750,430250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1000,6167000,392000,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,9
250,6167000,445000,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,1,0,0,1,0,0,11,13
250,6167500,388250,2,2,4,2,0,3,4,4,4,3,2,4,4,4,6,0,5,3,4,2,1,4,4,1,5,7,5,2,3,6,4,2,5,1,2,5,2,7,4,1,123,133
250,6167500,388500,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,12,12
250,6167750,430250,3,1,5,1,3,1,2,3,1,0,3,0,3,4,3,0,2,1,2,1,1,0,1,2,2,2,0,0,5,1,3,1,2,1,1,5,2,3,1,1,75,73
250,6168750,387250,4,1,3,2,0,8,5,5,4,3,5,3,5,4,2,4,5,9,3,4,1,1,8,3,6,4,3,0,2,3,3,3,7,6,2,6,2,3,5,5,146,152
